id,name
52515bbc-104b-47b8-97ee-d1d6e2cb390c,Event 1
a8f919be-10cc-49ba-813c-0a4c069a7d24,Event 2
1829f346-82c0-4846-be17-5888289c0928,Preliminary Interview
f9f0ae2b-57c7-42ca-a1ad-c5c1ae3639b5,Preliminaries
137feec0-392b-422f-911c-7b1ec72454b1,Coronation
